Artist,Album,ReleaseYear,numSongsOnAlb,avgAcousticness,maxAcousticnessTrack,avgDanceability,maxDanceabilityTrack,avgEnergy,rangeEnergy,avgInstrumentalness,maxInstrumentalnessTrack,avgLiveness,maxLivenessTrack,avgLoudness,rangeLoudness,avgSpeechiness,maxSpeechinessTrack,avgValence,rangeValence,totalDurationSeconds,avgTempo,rangeTempo,moreCommonMajMin,presenceUncommonTS,totalExplicit,proportionExplicit,popularGenres,Followers,Genres,NumAlbums,YearFirstAlbum,Gender,Group.Solo,RiaaStatus,Label,numGrammys,GrammyYear
2 Chainz,Pretty Girls Like Trap Music,2017,16,0.163825,0.528,0.7641875,0.913,0.6634375,0.34099999999999997,0.004050965625,0.0601,0.23685,0.728,-4.75575,6.58,0.24799375,0.542,0.319625,0.43800000000000006,3712.631,123.5521875,103.07799999999999,1,1,16,1,"pop,rap,r&;b",4943181,"atl hip hop,gangster rap,hip hop,pop,pop rap,rap,southern hip hop,trap music",17,2010,M,Solo,NA,NA,0,NA
2 Chainz,Saks Fifth: The Clearance,2011,27,0.27636592592592596,0.935,0.676,0.937,0.6264444444444445,0.775,1.2022222222222223e-6,2.94e-5,0.2928,0.954,-8.050518518518519,13.901,0.3099111111111111,0.949,0.5606666666666666,0.897,4681.847,115.21733333333333,178.759,1,0,0,0,"pop,rock,rap",4943181,"atl hip hop,gangster rap,hip hop,pop,pop rap,rap,southern hip hop,trap music",17,2010,M,Solo,NA,NA,0,NA
2 Chainz,Trap-a-Velli Tre,2015,16,0.308033125,0.867,0.75175,0.938,0.594875,0.38700000000000007,1.2312500000000001e-5,1.31e-4,0.226,0.881,-6.1998125,6.791,0.25820624999999997,0.53,0.3665,0.956,3086.493,110.56975,136.997,1,0,0,0,"pop,rap,country",4943181,"atl hip hop,gangster rap,hip hop,pop,pop rap,rap,southern hip hop,trap music",17,2010,M,Solo,NA,NA,0,NA
2 Chainz,Trapavelli 2 (the Residue),2011,10,0.115444,0.321,0.6547,0.753,0.6484,0.36,0,0,0.2339,0.434,-7.7491,4.8229999999999995,0.27209,0.367,0.44029999999999997,0.287,2374.619,132.0305,72.01599999999999,1,1,10,1,"pop,rock,rap",4943181,"atl hip hop,gangster rap,hip hop,pop,pop rap,rap,southern hip hop,trap music",17,2010,M,Solo,NA,NA,0,NA
2 Chainz,Tru Life,2014,11,0.07598636363636363,0.378,0.7341818181818182,0.953,0.7574545454545455,0.28400000000000003,3.690909090909091e-5,4.06e-4,0.20806363636363637,0.51,-4.975545454545455,3.459,0.1499090909090909,0.411,0.5483636363636364,0.833,2543.737,128.83454545454546,52.980000000000004,1,0,2,0.18181818181818182,"pop,country,rock",4943181,"atl hip hop,gangster rap,hip hop,pop,pop rap,rap,southern hip hop,trap music",17,2010,M,Solo,NA,NA,0,NA
2 Pistols,Comin Back Hard,2014,13,0.1046263076923077,0.763,0.6463846153846153,0.815,0.7640769230769231,0.368,5.34e-6,6.01e-5,0.2341923076923077,0.561,-4.89,4.311,0.1640769230769231,0.321,0.4596923076923077,0.475,2683.339,130.66861538461538,75.363,0,1,13,1,"pop,country,rock",18436,"dirty south rap,pop rap,southern hip hop,trap music",3,2008,M,Solo,NA,NA,0,NA
2 Pistols,Death Before Dishonor,2008,17,0.11733964705882353,0.972,0.6156470588235294,0.79,0.671,0.49400000000000005,1.0521764705882353e-5,1.77e-4,0.2565294117647059,0.88,-7.462,10.179,0.23077058823529412,0.838,0.5034705882352941,0.7010000000000001,3302.84,111.93764705882353,116.03,1,0,17,1,"pop,rock,rap",18436,"dirty south rap,pop rap,southern hip hop,trap music",3,2008,M,Solo,NA,NA,0,NA
2 Pistols,J. Saunders Files,2015,15,0.09667066666666667,0.549,0.6268,0.873,0.7522666666666666,0.4049999999999999,0,0,0.23125333333333334,0.565,-4.9201999999999995,4.444,0.21864666666666666,0.483,0.40173333333333333,0.656,3239.022,124.8798,82.80600000000001,1,1,1,0.06666666666666667,"pop,rap,country",18436,"dirty south rap,pop rap,southern hip hop,trap music",3,2008,M,Solo,NA,NA,0,NA
3 Doors Down,3 Doors Down,2008,13,0.02743753846153846,0.217,0.524,0.631,0.7956923076923077,0.5890000000000001,8.54743076923077e-4,0.0102,0.1357076923076923,0.295,-5.9352307692307695,8.959,0.050223076923076926,0.108,0.40784615384615386,0.445,2923.641,138.45815384615383,72.78699999999999,1,1,0,0,"pop,rock,rap",2393833,"alternative metal,nu metal,pop punk,pop rock,post-grunge",8,2000,M,Group,NA,NA,0,NA
3 Doors Down,Seventeen Days,2005,12,0.09697141666666667,0.515,0.50825,0.63,0.7518333333333334,0.473,1.0487166666666666e-4,0.00064899999999999995,0.17451666666666665,0.354,-5.837083333333333,4.001,0.050791666666666666,0.209,0.372,0.45399999999999996,2652.134,137.71666666666667,97.189,1,1,0,0,"rock,rap,pop",2393833,"alternative metal,nu metal,pop punk,pop rock,post-grunge",8,2000,M,Group,NA,NA,0,NA
3 Doors Down,The Better Life (Deluxe Edition),2000,24,0.007916466666666667,0.0692,0.41670833333333335,0.585,0.90375,0.279,0.0051193908333333335,0.0792,0.5355541666666667,0.992,-5.046,1.7279999999999998,0.06818333333333333,0.182,0.47665,0.7824,5815.854,133.17737499999998,107.732,0,1,0,0,"pop,rock,r&;b",2393833,"alternative metal,nu metal,pop punk,pop rock,post-grunge",8,2000,M,Group,NA,NA,0,NA
311,Evolver,2003,12,0.08914666666666667,0.939,0.593,0.806,0.7123333333333334,0.836,0.0799745025,0.952,0.15013333333333334,0.268,-9.362583333333333,23.375,0.05641666666666667,0.134,0.5650833333333334,0.502,2474.947,135.01108333333332,97.29299999999999,1,1,0,0,"rock,pop,rap",536265,"alternative metal,alternative rock,funk metal,funk rock,nu metal,pop rock,post-grunge,reggae fusion,rock",15,1993,M,Group,NA,NA,0,NA
311,From Chaos,2001,12,0.04455766666666666,0.358,0.5766666666666667,0.711,0.8366666666666667,0.31799999999999995,0.0018698933333333332,0.0224,0.088975,0.134,-6.480416666666667,4.462,0.068025,0.149,0.6270833333333333,0.5589999999999999,2396.479,150.10991666666666,124.05300000000001,1,1,0,0,"pop,r&;b,rock",536265,"alternative metal,alternative rock,funk metal,funk rock,nu metal,pop rock,post-grunge,reggae fusion,rock",15,1993,M,Group,NA,NA,0,NA
311,Soundsystem,1999,13,0.036241,0.171,0.6232307692307693,0.774,0.878,0.489,0.010698154615384616,0.135,0.14767692307692307,0.634,-6.040461538461538,4.462999999999999,0.06544615384615385,0.138,0.6820769230769231,0.7569999999999999,2803.986,127.93323076923076,93.05000000000001,1,1,3,0.23076923076923078,"pop,rock,r&;b",536265,"alternative metal,alternative rock,funk metal,funk rock,nu metal,pop rock,post-grunge,reggae fusion,rock",15,1993,M,Group,NA,NA,0,NA
311,Stereolithic,2014,15,0.036624000000000004,0.203,0.6062666666666667,0.741,0.7475333333333334,0.48000000000000004,0.009274132000000001,0.0762,0.19497333333333333,0.417,-9.216266666666666,6.84,0.056146666666666664,0.148,0.56772,0.8502000000000001,3336.293,121.2724,112.25200000000001,1,1,0,0,"pop,country,rock",536265,"alternative metal,alternative rock,funk metal,funk rock,nu metal,pop rock,post-grunge,reggae fusion,rock",15,1993,M,Group,NA,NA,0,NA
311,Universal Pulse,2011,8,0.11548749999999999,0.412,0.572375,0.672,0.88725,0.19099999999999995,4.65e-7,1.53e-6,0.126825,0.305,-7.25375,2.194,0.0457375,0.064,0.72075,0.505,1736.214,143.806125,83.819,1,1,0,0,"pop,rock,rap",536265,"alternative metal,alternative rock,funk metal,funk rock,nu metal,pop rock,post-grunge,reggae fusion,rock",15,1993,M,Group,NA,NA,0,NA
311,Uplifter,2009,12,0.026449166666666666,0.144,0.573,0.692,0.868,0.243,2.7616666666666668e-6,3.21e-5,0.18604166666666666,0.363,-5.19425,3.1069999999999998,0.06215,0.202,0.5380833333333334,0.5030000000000001,2812.653,151.09991666666667,95.93400000000001,1,1,0,0,"pop,rock,rap",536265,"alternative metal,alternative rock,funk metal,funk rock,nu metal,pop rock,post-grunge,reggae fusion,rock",15,1993,M,Group,NA,NA,0,NA
311,Voyager,2019,13,0.014322153846153846,0.103,0.5054615384615385,0.687,0.8697692307692307,0.246,3.8713846153846155e-5,4.44e-4,0.16792307692307692,0.405,-6.196461538461539,4.7589999999999995,0.07628461538461538,0.189,0.5185384615384615,0.771,2652.105,142.05307692307693,125.10400000000001,1,1,0,0,"pop,rap,country",536265,"alternative metal,alternative rock,funk metal,funk rock,nu metal,pop rock,post-grunge,reggae fusion,rock",15,1993,M,Group,NA,NA,0,NA
311,With the Unity Orchestra - Live from New Orleans - 311 Day 2014,2014,9,0.21155333333333334,0.892,0.4578888888888889,0.598,0.6384444444444445,0.7270000000000001,0.15560766666666667,0.942,0.7872222222222222,0.985,-12.328555555555555,14.739,0.041299999999999996,0.0602,0.3181111111111111,0.43599999999999994,1629.278,120.40366666666667,45.95100000000001,0,0,0,0,"pop,country,rock",536265,"alternative metal,alternative rock,funk metal,funk rock,nu metal,pop rock,post-grunge,reggae fusion,rock",15,1993,M,Group,NA,NA,0,NA
50 Cent,Bullet Proof,2007,14,0.17136028571428571,0.852,0.5906428571428571,0.8,0.7564285714285715,0.3899999999999999,0.016023100000000002,0.224,0.42914285714285716,0.809,-6.874928571428572,3.7359999999999998,0.39304285714285714,0.854,0.5307857142857143,0.859,1725.254,116.70278571428571,110.13399999999999,0,0,0,0,"rock,pop,rap",5568346,"east coast hip hop,gangster rap,hip hop,pop rap,rap",14,2003,M,Solo,NA,NA,0,NA
50 Cent,Curtis,2007,18,0.17043333333333333,0.878,0.6047222222222223,0.818,0.7413888888888889,0.6340000000000001,0.001020326111111111,0.018,0.17828333333333335,0.544,-5.1425,16.599,0.32509444444444446,0.608,0.5739444444444445,0.663,3593.507,109.10716666666667,103.92700000000002,1,0,18,1,"rock,pop,rap",5568346,"east coast hip hop,gangster rap,hip hop,pop rap,rap",14,2003,M,Solo,NA,NA,0,NA
50 Cent,Hip-Hop Showdown - 50 Cent v Snoop Dogg,2019,14,0.23918714285714285,0.509,0.7177857142857142,0.866,0.638,0.30100000000000005,9.031928571428571e-5,0.00126,0.2878071428571429,0.829,-8.89407142857143,6.7509999999999994,0.32766428571428574,0.637,0.6227142857142857,0.634,2850.065,95.54085714285715,98.239,0,1,0,0,"pop,rap,country",5568346,"east coast hip hop,gangster rap,hip hop,pop rap,rap",14,2003,M,Solo,NA,NA,0,NA
50 Cent,Rare,2003,8,0.0893275,0.295,0.760875,0.883,0.513125,0.4030000000000001,1.035e-6,7.26e-6,0.1060875,0.282,-10.960125,4.9750000000000005,0.350125,0.429,0.598375,0.654,1693.427,91.79162500000001,12.644999999999996,0,1,8,1,"rock,pop,rap",5568346,"east coast hip hop,gangster rap,hip hop,pop rap,rap",14,2003,M,Solo,NA,NA,0,NA
50 Cent,Solid Gold Rhymes,2019,15,0.24087333333333333,0.413,0.662,0.812,0.6172666666666666,0.37800000000000006,9.098133333333334e-5,0.00126,0.35126666666666667,0.829,-9.933866666666667,3.3499999999999996,0.4022,0.637,0.586,0.451,2589.293,105.128,92.255,0,0,6,0.4,"pop,rap,country",5568346,"east coast hip hop,gangster rap,hip hop,pop rap,rap",14,2003,M,Solo,NA,NA,0,NA
50 Cent,The Massacre,2005,22,0.14940318181818182,0.395,0.6712272727272727,0.925,0.7524090909090909,0.522,0.0011676545454545454,0.0123,0.2228590909090909,0.407,-5.249909090909091,12.439,0.271,0.466,0.6164090909090909,0.563,4652.868,102.54868181818182,113.67299999999999,0,0,22,1,"rock,rap,pop",5568346,"east coast hip hop,gangster rap,hip hop,pop rap,rap",14,2003,M,Solo,NA,NA,0,NA
50 Cent,Thug Songs,2019,15,0.24127333333333334,0.413,0.6572666666666667,0.812,0.6170666666666667,0.37800000000000006,9.098133333333334e-5,0.00126,0.3359333333333333,0.829,-9.949933333333334,3.3499999999999996,0.40286666666666665,0.637,0.5823333333333334,0.39999999999999997,2701.267,99.83633333333333,92.723,0,0,0,0,"pop,rap,country",5568346,"east coast hip hop,gangster rap,hip hop,pop rap,rap",14,2003,M,Solo,NA,NA,0,NA
702,702,1999,14,0.15721428571428572,0.623,0.6928571428571428,0.833,0.5209285714285714,0.441,0.03029267285714286,0.395,0.09795,0.261,-9.380857142857144,11.119,0.06888571428571429,0.335,0.7488571428571429,0.6200000000000001,2946.87,115.4695,97.584,0,0,0,0,"pop,rock,r&;b",350941,"girl group,hip hop,hip pop,neo soul,new jack swing,quiet storm,r&b,urban contemporary",3,1996,F,Group,NA,NA,0,NA
Aaron Carter,Another Earthquake!,2002,12,0.062695,0.183,0.6799166666666666,0.816,0.8319166666666666,0.46099999999999997,1.0895833333333333e-5,1.23e-4,0.20371666666666666,0.477,-4.3181666666666665,4.5489999999999995,0.06780833333333333,0.192,0.7005833333333333,0.681,2493.971,108.6675,49.949,1,1,0,0,"rock,pop,rap",162763,"dance pop,post-teen pop",5,2000,M,Solo,NA,NA,0,NA
Aaron Carter,Most Requested Hits,2003,16,0.061143750000000004,0.199,0.7465,0.926,0.8453125,0.348,4.0825e-5,6.3e-4,0.181025,0.422,-4.1973125,3.236,0.085075,0.248,0.7056875,0.6519999999999999,3294.241,99.9521875,38.50399999999999,1,1,0,0,"rock,pop,rap",162763,"dance pop,post-teen pop",5,2000,M,Solo,NA,NA,0,NA
Aaron Carter,Oh Aaron,2001,11,0.06827181818181818,0.214,0.7656363636363637,0.854,0.8157272727272727,0.28500000000000003,1.3412727272727274e-5,1e-4,0.15708181818181818,0.347,-6.408363636363636,5.023000000000001,0.11459090909090909,0.227,0.8234545454545454,0.573,2041.028,111.87418181818181,110.134,1,1,0,0,"pop,r&;b,rock",162763,"dance pop,post-teen pop",5,2000,M,Solo,NA,NA,0,NA
Aaron Lewis,Sinner,2016,11,0.2328090909090909,0.777,0.6307272727272727,0.728,0.5522727272727272,0.5559999999999999,4.943818181818182e-5,5.18e-4,0.17131818181818181,0.357,-6.401363636363636,5.231000000000001,0.027445454545454547,0.0339,0.43627272727272726,0.708,2863.119,111.83072727272727,71.37700000000001,1,0,0,0,"pop,rap,r&;b",333529,"alternative metal,contemporary country,country,country road,modern country rock,post-grunge,redneck",4,2011,M,Solo,NA,NA,0,NA
Aaron Lewis,The Road,2012,10,0.16109,0.374,0.5013,0.673,0.6307,0.319,6.279699999999999e-4,0.00373,0.1221,0.203,-6.0886,3.6319999999999997,0.03083,0.0385,0.4373,0.536,2470.028,143.059,105.62700000000001,1,0,0,0,"pop,rock,rap",333529,"alternative metal,contemporary country,country,country road,modern country rock,post-grunge,redneck",4,2011,M,Solo,NA,NA,0,NA
Aaron Lewis,Town Line,2011,7,0.4052857142857143,0.663,0.5691428571428572,0.681,0.5798571428571428,0.24700000000000005,9.819857142857144e-4,0.00593,0.16422857142857145,0.274,-5.628571428571428,3.9200000000000004,0.030100000000000002,0.034,0.2715714285714286,0.185,1970.374,131.61328571428572,41.659000000000006,1,1,0,0,"pop,rock,rap",333529,"alternative metal,contemporary country,country,country road,modern country rock,post-grunge,redneck",4,2011,M,Solo,NA,NA,0,NA
Aaron Lines,Living Out Loud,2003,11,0.0842990909090909,0.197,0.5361818181818182,0.662,0.6914545454545454,0.40700000000000003,2.3e-7,2.53e-6,0.1688818181818182,0.331,-7.3248181818181815,3.521000000000001,0.0315,0.0446,0.5064545454545455,0.579,2671.799,129.62645454545455,79.472,1,1,0,0,"rock,pop,rap",8930,"alberta country,canadian country,country road",3,2003,M,Solo,NA,NA,0,NA
Aaron Lines,Sunday Afternoon,2015,10,0.17898,0.506,0.5178,0.593,0.7353,0.367,1.4855000000000001e-5,1.42e-4,0.1965,0.387,-5.666399999999999,4.776,0.03459,0.0433,0.5145,0.534,2136.174,119.3023,84.083,1,0,0,0,"pop,rap,country",8930,"alberta country,canadian country,country road",3,2003,M,Solo,NA,NA,0,NA
Aaron Tippin,Aaron Tippin 25,2015,25,0.315272,0.747,0.61088,0.775,0.78392,0.49099999999999994,4.872432e-4,0.00549,0.21554,0.376,-4.2192,5.215,0.034972,0.0565,0.64744,0.719,5209.182,119.62688,85.09299999999999,1,0,0,0,"pop,rap,country",280579,"contemporary country,country,country road,country rock,outlaw country,redneck,traditional country",13,1991,M,Solo,NA,NA,0,NA
Aaron Tippin,People Like Us,2000,11,0.10920909090909091,0.416,0.5910909090909091,0.759,0.6995454545454546,0.47900000000000004,0.005273062727272727,0.0556,0.2247,0.381,-6.259090909090909,3.7429999999999994,0.02899090909090909,0.0371,0.5785454545454546,0.77,2254.4,105.09127272727272,111.62700000000001,1,0,0,0,"pop,rock,r&;b",280579,"contemporary country,country,country road,country rock,outlaw country,redneck,traditional country",13,1991,M,Solo,NA,NA,0,NA
Ace Hood,Ace Won't Fold,2008,14,0.16534285714285715,0.429,0.6743571428571429,0.854,0.725,0.26,0,0,0.39914285714285713,0.843,-6.043642857142857,4.217,0.2557857142857143,0.422,0.6052857142857143,0.6140000000000001,2380.969,113.83764285714285,73.30699999999999,1,0,14,1,"pop,rock,rap",1083616,"dirty south rap,gangster rap,hip hop,miami hip hop,pop rap,rap,southern hip hop,trap music",26,2008,M,Solo,NA,NA,0,NA
Ace Hood,Blood Sweat & Tears (Deluxe),2011,16,0.029439375,0.19,0.69325,0.869,0.777375,0.32000000000000006,4.3125e-6,6.9e-5,0.2581,0.753,-4.3004999999999995,3.0449999999999995,0.19421875,0.443,0.35314375,0.7476999999999999,3758.867,132.69725,97.11999999999999,1,0,16,1,"pop,rock,rap",1083616,"dirty south rap,gangster rap,hip hop,miami hip hop,pop rap,rap,southern hip hop,trap music",26,2008,M,Solo,NA,NA,0,NA
Ace Hood,Body Bag (Vol. 1),2011,10,0.086996,0.268,0.5397,0.831,0.8582,0.22199999999999998,2.6899999999999997e-5,2.69e-4,0.20609999999999998,0.416,-3.8138,1.846,0.28632,0.436,0.6598999999999999,0.739,1718.962,103.1713,78.807,1,0,0,0,"pop,rock,rap",1083616,"dirty south rap,gangster rap,hip hop,miami hip hop,pop rap,rap,southern hip hop,trap music",26,2008,M,Solo,NA,NA,0,NA
Ace Hood,Body Bag 3 (Beast Mix),2014,11,0.14004181818181818,0.402,0.7551818181818182,0.915,0.6722727272727272,0.251,9.636363636363637e-8,1.06e-6,0.1122,0.175,-5.1196363636363635,3.1950000000000003,0.23078181818181817,0.379,0.31581818181818183,0.46199999999999997,2124.654,111.70427272727272,103.139,0,1,11,1,"pop,country,rock",1083616,"dirty south rap,gangster rap,hip hop,miami hip hop,pop rap,rap,southern hip hop,trap music",26,2008,M,Solo,NA,NA,0,NA
Ace Hood,Lyrical Monster,2011,10,0.138627,0.363,0.4177,0.694,0.9096,0.09599999999999997,0,0,0.49777,0.833,-3.2473,1.5549999999999997,0.2248,0.378,0.4895,0.693,1545.429,124.2031,94.403,1,1,0,0,"pop,rock,rap",1083616,"dirty south rap,gangster rap,hip hop,miami hip hop,pop rap,rap,southern hip hop,trap music",26,2008,M,Solo,NA,NA,0,NA
Ace Hood,Ruthless,2009,13,0.10606384615384616,0.549,0.6447692307692308,0.817,0.7763846153846153,0.279,6.853846153846153e-6,8.91e-5,0.24101538461538463,0.671,-4.364461538461539,3.344,0.16684615384615384,0.374,0.4097692307692308,0.566,3109.2,125.85969230769231,102.71,1,1,13,1,"pop,rock,rap",1083616,"dirty south rap,gangster rap,hip hop,miami hip hop,pop rap,rap,southern hip hop,trap music",26,2008,M,Solo,NA,NA,0,NA
Ace Hood,Sex Chronicles,2011,17,0.14932352941176472,0.629,0.5389411764705883,0.783,0.653,0.5469999999999999,6.977058823529412e-6,1.13e-4,0.3563823529411765,0.898,-7.588705882352941,8.368000000000002,0.23405882352941176,0.491,0.5996470588235294,0.873,2870.191,127.36329411764706,170.023,0,0,17,1,"pop,rock,rap",1083616,"dirty south rap,gangster rap,hip hop,miami hip hop,pop rap,rap,southern hip hop,trap music",26,2008,M,Solo,NA,NA,0,NA
Ace Hood,Starvation,2012,15,0.15086666666666668,0.34,0.5894666666666667,0.74,0.7857333333333334,0.3999999999999999,6.673333333333334e-7,5.58e-6,0.23925333333333335,0.367,-4.416666666666667,4.141,0.17393333333333333,0.584,0.31666666666666665,0.32399999999999995,3159.2,135.42533333333333,82.07000000000001,1,1,15,1,"pop,rock,rap",1083616,"dirty south rap,gangster rap,hip hop,miami hip hop,pop rap,rap,southern hip hop,trap music",26,2008,M,Solo,NA,NA,0,NA
Ace Hood,Starvation 2,2013,20,0.1451805,0.469,0.66935,0.85,0.76955,0.46699999999999997,8.3e-6,1.66e-4,0.2284,0.653,-4.5089,6.353999999999999,0.22975500000000001,0.627,0.46552499999999997,0.7324999999999999,4370.652,125.52455,93.90400000000001,0,0,20,1,"pop,rock,country",1083616,"dirty south rap,gangster rap,hip hop,miami hip hop,pop rap,rap,southern hip hop,trap music",26,2008,M,Solo,NA,NA,0,NA
Ace Hood,Starvation 3,2014,14,0.127085,0.443,0.6608571428571428,0.808,0.674,0.34099999999999997,0.0048905935714285715,0.0684,0.2632785714285714,0.845,-5.261285714285714,5.329000000000001,0.11102857142857142,0.3,0.28759999999999997,0.5450999999999999,3187.002,118.63928571428572,96.128,1,1,14,1,"pop,country,rock",1083616,"dirty south rap,gangster rap,hip hop,miami hip hop,pop rap,rap,southern hip hop,trap music",26,2008,M,Solo,NA,NA,0,NA
Ace Hood,Starvation 4,2015,11,0.1736490909090909,0.615,0.7132727272727273,0.965,0.517,0.22900000000000004,1.591818181818182e-5,1.64e-4,0.16367272727272728,0.781,-7.713909090909091,3.674999999999999,0.2545727272727273,0.495,0.32245454545454544,0.48100000000000004,2979.998,126.29136363636364,96.08800000000001,0,0,11,1,"pop,rap,country",1083616,"dirty south rap,gangster rap,hip hop,miami hip hop,pop rap,rap,southern hip hop,trap music",26,2008,M,Solo,NA,NA,0,NA
Ace Hood,Starvation 5,2016,18,0.24574166666666666,0.935,0.6976666666666667,0.92,0.5914444444444444,0.5449999999999999,0.0018669044444444445,0.0335,0.20228888888888888,0.754,-7.6803333333333335,9.348,0.21468888888888887,0.418,0.34436666666666665,0.8997,3985.467,113.53238888888889,106.47,1,0,18,1,"pop,rap,r&;b",1083616,"dirty south rap,gangster rap,hip hop,miami hip hop,pop rap,rap,southern hip hop,trap music",26,2008,M,Solo,NA,NA,0,NA
